dataset,model,gene,pearson,css
Breast Visium CID44971,novosparc,ltbp2,0.2881794789205896,0.4506062333347378
Breast Visium CID44971,novosparc,rab31,0.2853764705376674,0.44222825412271566
Breast Visium CID44971,novosparc,nhp2,0.2812378634159548,0.8006346401170089
Breast Visium CID44971,novosparc,trim29,0.2734296260948892,0.4192335848743934
Breast Visium CID44971,novosparc,hspa5,0.2712923846720407,0.8098195727199455
Breast Visium CID44971,novosparc,cdkn1a,0.2682228567985717,0.594856247134465
Breast Visium CID44971,novosparc,ufc1,0.2656323957840113,0.7740126125282348
Breast Visium CID44971,novosparc,tnfsf13b,0.2652350320690116,0.3962701028531083
Breast Visium CID44971,novosparc,krt15,0.2632251630312476,0.6464463405164809
Breast Visium CID44971,novosparc,ppia,0.2619716340456306,0.9662249008216727
Breast Visium CID44971,novosparc,hebp1,0.259054362086474,0.6312802643308273
Breast Visium CID44971,novosparc,hla-dqa2,0.2576309820727606,0.4895165448941609
Breast Visium CID44971,novosparc,hla-b,0.2566588636083114,0.9348400829603997
Breast Visium CID44971,novosparc,efhd1,0.2560982783746977,0.5735225979162883
Breast Visium CID44971,novosparc,ing4,0.2554050227045251,0.6148971741133492
Breast Visium CID44971,novosparc,nutf2,0.2530472227088843,0.6977709918611503
Breast Visium CID44971,novosparc,dnmt1,0.2488266002120038,0.6860852335204765
Breast Visium CID44971,novosparc,myo6,0.2484346549486211,0.5893204683856594
Breast Visium CID44971,novosparc,tpm2,0.2483080870449463,0.544265634044586
Breast Visium CID44971,novosparc,myadm,0.2468983339758803,0.6626444433000388
Breast Visium CID44971,novosparc,p4hb,0.2458539262647483,0.914459763582344
Breast Visium CID44971,novosparc,cobl,0.2405592427080887,0.3672372943018838
Breast Visium CID44971,novosparc,c3ar1,0.2378906712205349,0.371529735916507
Breast Visium CID44971,novosparc,fpr1,0.2375775099571441,0.29590879517967916
Breast Visium CID44971,novosparc,clec7a,0.2372686657573709,0.380148468873121
Breast Visium CID44971,novosparc,ap2s1,0.2370302709309176,0.7784545904506842
Breast Visium CID44971,novosparc,tk1,0.2362752362309518,0.4716102775106178
Breast Visium CID44971,novosparc,ier3,0.2351283303053298,0.617475677446632
Breast Visium CID44971,novosparc,fosb,0.2349778114476438,0.6332700240634429
Breast Visium CID44971,novosparc,pafah1b3,0.234749485968393,0.6255884891196661
Breast Visium CID44971,novosparc,ptp4a3,0.2332881376353636,0.4236302649415531
Breast Visium CID44971,novosparc,mfsd1,0.2327826051885826,0.5936380469076248
Breast Visium CID44971,novosparc,mnda,0.2270540009978121,0.3127577661536875
Breast Visium CID44971,novosparc,gstp1,0.2253825896767932,0.8968435701631955
Breast Visium CID44971,novosparc,prrx1,0.2252076931575372,0.3831560735890575
Breast Visium CID44971,novosparc,manf,0.224181111156023,0.6446799048908645
Breast Visium CID44971,novosparc,ppp1r1b,0.2237659722524777,0.34784838762031667
Breast Visium CID44971,novosparc,gzmb,0.2214218415527987,0.3795855235047619
Breast Visium CID44971,novosparc,tmem87a,0.2205819595724193,0.5693507997093797
Breast Visium CID44971,novosparc,polr2i,0.2201471943402087,0.7541500532980719
Breast Visium CID44971,novosparc,pld4,0.2201165026886606,0.34223230895805085
Breast Visium CID44971,novosparc,ptpn6,0.2189559966968166,0.5688804646013843
Breast Visium CID44971,novosparc,ms4a7,0.2186641878025865,0.36187494098357337
Breast Visium CID44971,novosparc,id1,0.2133386081041649,0.37146487926829486
Breast Visium CID44971,novosparc,ssr2,0.2127321361388858,0.8898293247952335
Breast Visium CID44971,novosparc,edn1,0.2098803001125022,0.3303263742882508
Breast Visium CID44971,novosparc,srgn,0.2098092328699813,0.7062766773884269
Breast Visium CID44971,novosparc,tbc1d10c,0.2075245626745905,0.48244527170280027
Breast Visium CID44971,novosparc,crtap,0.2054748455681563,0.5963319096576332
Breast Visium CID44971,novosparc,ncf1,0.2021639593904758,0.5066035959742002
Breast Visium CID44971,novosparc,s100a10,0.2017568950932484,0.843421612359842
Breast Visium CID44971,novosparc,ppt1,0.200675429649165,0.6330935748287142
Breast Visium CID44971,novosparc,ggt5,0.2003472901855982,0.39667371657443556
Breast Visium CID44971,novosparc,cox7a1,0.2000928336269499,0.38949269934841974
Breast Visium CID44971,novosparc,rcn3,0.1997823135090154,0.32466241835299153
Breast Visium CID44971,novosparc,rnase1,0.1969534264300379,0.4064395426708849
Breast Visium CID44971,novosparc,palld,0.1964044240916334,0.49623294180747324
Breast Visium CID44971,novosparc,lman2,0.1958928841851989,0.7144963615602864
Breast Visium CID44971,novosparc,slc25a5,0.1957717322746809,0.7903114828384755
Breast Visium CID44971,novosparc,ppp1ca,0.1947942672061182,0.7804655122557161
Breast Visium CID44971,novosparc,impdh2,0.1925995900471215,0.7282513222064977
Breast Visium CID44971,novosparc,march1,0.1894859426884474,0.32394159016703566
Breast Visium CID44971,novosparc,pttg1,0.188674551693275,0.5190773528790689
Breast Visium CID44971,novosparc,sdc1,0.1872038167925307,0.6216767836510505
Breast Visium CID44971,novosparc,atp6v0e1,0.1856908939515786,0.8078288307045409
Breast Visium CID44971,novosparc,kctd12,0.1852616837080841,0.44570668644770106
Breast Visium CID44971,novosparc,sertad1,0.1847753607264931,0.4466486467991407
Breast Visium CID44971,novosparc,smim14,0.1842487390577088,0.5839205324178591
Breast Visium CID44971,novosparc,lmcd1,0.1835897909739702,0.4068482193632436
Breast Visium CID44971,novosparc,arrb2,0.1817039018385183,0.5091505422275047
Breast Visium CID44971,novosparc,sparcl1,0.1806028369980727,0.4978333759215431
Breast Visium CID44971,novosparc,acbd6,0.179911749755943,0.5596745805656334
Breast Visium CID44971,novosparc,wfdc1,0.1785223022058045,0.20131445629650788
Breast Visium CID44971,novosparc,oaz1,0.1779287493167088,0.924806459681531
Breast Visium CID44971,novosparc,nexn,0.1775280622140386,0.3151099834146377
Breast Visium CID44971,novosparc,gem,0.1769534455611636,0.4101938796053138
Breast Visium CID44971,novosparc,neurl1b,0.1747036021835993,0.2642850637205129
Breast Visium CID44971,novosparc,lmnb1,0.1725601434928239,0.3886940475384713
Breast Visium CID44971,novosparc,fam49b,0.1709181718765305,0.5917811745795554
Breast Visium CID44971,novosparc,snx2,0.1703938589254259,0.4546220038773012
Breast Visium CID44971,novosparc,ncf4,0.1690867073522747,0.3415803148688482
Breast Visium CID44971,novosparc,mthfd2,0.1681095803741289,0.565583910511866
Breast Visium CID44971,novosparc,cisd2,0.1673905431819684,0.547843266574682
Breast Visium CID44971,novosparc,cracr2b,0.1673871309458518,0.5191680671926305
Breast Visium CID44971,novosparc,il33,0.1664903138161428,0.2514584575545874
Breast Visium CID44971,novosparc,rpl36al,0.16383614517994,0.795390092353917
Breast Visium CID44971,novosparc,ubc,0.1633811613020931,0.9502920830962501
Breast Visium CID44971,novosparc,tnfrsf1b,0.1629397280789191,0.4851657339821283
Breast Visium CID44971,novosparc,vamp8,0.1585262066967356,0.8094999530264615
Breast Visium CID44971,novosparc,cd52,0.1556305326877055,0.5968874750857058
Breast Visium CID44971,novosparc,tpst1,0.1546396264795805,0.2774930957260419
Breast Visium CID44971,novosparc,crip2,0.1533143546465418,0.5648527099689399
Breast Visium CID44971,novosparc,sec62,0.153138441914432,0.6882869771124591
Breast Visium CID44971,novosparc,slc3a2,0.150689807631123,0.7269240460681495
Breast Visium CID44971,novosparc,cap1,0.1481471903455646,0.7843558496620485
Breast Visium CID44971,novosparc,ucp2,0.1465922771491518,0.5193988314821261
Breast Visium CID44971,novosparc,selplg,0.1458107338075926,0.3982190854906149
Breast Visium CID44971,novosparc,arhgap9,0.1451304619802931,0.3960875894989739
Breast Visium CID44971,novosparc,rtn4,0.1422340655417893,0.8215395227764413
Breast Visium CID44971,novosparc,lifr,0.1418215309487515,0.28449667860823075
Breast Visium CID44971,novosparc,rhob,0.1414020372194817,0.6745540267131164
Breast Visium CID44971,novosparc,ptpre,0.1398456170842965,0.36210161562987114
Breast Visium CID44971,novosparc,lck,0.1395250186592319,0.4076908545098189
Breast Visium CID44971,novosparc,lpar5,0.1371611711427548,0.25773863988681944
Breast Visium CID44971,novosparc,sept4,0.1354209268037662,0.34477800212594556
Breast Visium CID44971,novosparc,ncaph,0.1332996718784287,0.2768958962247627
Breast Visium CID44971,novosparc,laptm4a,0.1313784721062967,0.8222079621387802
Breast Visium CID44971,novosparc,atg3,0.1304989409569334,0.5885346458426569
Breast Visium CID44971,novosparc,pstpip1,0.1282696850821799,0.36777819609177165
Breast Visium CID44971,novosparc,mob1a,0.1257306591122806,0.7130183070055768
Breast Visium CID44971,novosparc,dnaja1,0.1241943806418033,0.8044437566769239
Breast Visium CID44971,novosparc,dnajc3,0.1241309498737189,0.5052597964745555
Breast Visium CID44971,novosparc,nes,0.1232358535588758,0.4323629555843385
Breast Visium CID44971,novosparc,jam2,0.1228240269371385,0.2561619781784763
Breast Visium CID44971,novosparc,ralgps2,0.1217234639147528,0.2713038466341044
Breast Visium CID44971,novosparc,man2b1,0.1209197838982762,0.23337403026099904
Breast Visium CID44971,novosparc,cystm1,0.1206189140209949,0.4634991712447927
Breast Visium CID44971,novosparc,creb3l2,0.1205240548114671,0.5922624304677965
Breast Visium CID44971,novosparc,itm2a,0.1201519597424629,0.5192787908938146
Breast Visium CID44971,novosparc,creld2,0.1190738044335833,0.44456904636666145
Breast Visium CID44971,novosparc,fcgrt,0.1175408741998035,0.5522078788731104
Breast Visium CID44971,novosparc,ugcg,0.1170757902136792,0.5664733678004189
Breast Visium CID44971,novosparc,tmem176a,0.1162782120157379,0.3452296094583854
Breast Visium CID44971,novosparc,ddx5,0.1151965609918606,0.9032216557796072
Breast Visium CID44971,novosparc,cxcr3,0.1127803390786095,0.3004417562633274
Breast Visium CID44971,novosparc,cd79b,0.1121851123415352,0.3224127691372666
Breast Visium CID44971,novosparc,nrp1,0.111754552957452,0.31861706111811083
Breast Visium CID44971,novosparc,tspan3,0.111677261500303,0.6112688840814003
Breast Visium CID44971,novosparc,derl3,0.1112745373802186,0.25859108515669277
Breast Visium CID44971,novosparc,fabp4,0.110535703525222,0.24157097343454223
Breast Visium CID44971,novosparc,gmppb,0.1088654948948476,0.4022020635682782
Breast Visium CID44971,novosparc,tmem243,0.1081897577889772,0.35591998483377457
Breast Visium CID44971,novosparc,fancb,0.1080663204832233,0.20668853192255945
Breast Visium CID44971,novosparc,add3,0.1074189012595294,0.48985304838307736
Breast Visium CID44971,novosparc,hsd17b8,0.1069043289109402,0.3089395102421793
Breast Visium CID44971,novosparc,jakmip1,0.106070999655323,0.15067170651345957
Breast Visium CID44971,novosparc,veph1,0.1057245588477654,0.18316322407420574
Breast Visium CID44971,novosparc,nudt1,0.1026863396206672,0.44646624006873453
Breast Visium CID44971,novosparc,cav2,0.0985904173723153,0.4488248950509952
Breast Visium CID44971,novosparc,il32,0.0975615969064819,0.647425809913267
Breast Visium CID44971,novosparc,klrd1,0.0960656662791676,0.21819304434550882
Breast Visium CID44971,novosparc,srprb,0.0926916350721622,0.560532831681179
Breast Visium CID44971,novosparc,cd79a,0.0919054620071045,0.3781952426514007
Breast Visium CID44971,novosparc,clmn,0.0915619201773319,0.355102890613086
Breast Visium CID44971,novosparc,tmem109,0.0910123597793858,0.5539896258855281
Breast Visium CID44971,novosparc,itk,0.0881898079791629,0.21551818676297785
Breast Visium CID44971,novosparc,apobec3g,0.0879730565566424,0.3903800025220375
Breast Visium CID44971,novosparc,krt5,0.0874992542526826,0.5912003859429869
Breast Visium CID44971,novosparc,txndc15,0.0871706967434183,0.4328248947431171
Breast Visium CID44971,novosparc,csf3r,0.086713304400734,0.1883633712339637
Breast Visium CID44971,novosparc,hoxd9,0.0846779952984501,0.15533934661419077
Breast Visium CID44971,novosparc,arl15,0.0843941907450276,0.26381497783451724
Breast Visium CID44971,novosparc,mkl2,0.0831259183569784,0.4043515071904217
Breast Visium CID44971,novosparc,rac1,0.0829991346721163,0.8271168881212918
Breast Visium CID44971,novosparc,cd6,0.08264671633323,0.4294499474933514
Breast Visium CID44971,novosparc,pik3r3,0.0824069155992011,0.4433454508933654
Breast Visium CID44971,novosparc,cd19,0.0821858331542769,0.16562714306626403
Breast Visium CID44971,novosparc,btla,0.0819561951136094,0.15091511777356154
Breast Visium CID44971,novosparc,arfgap3,0.0799305918594835,0.4934737400749083
Breast Visium CID44971,novosparc,glrx,0.0775216614785336,0.3970490839062409
Breast Visium CID44971,novosparc,spock2,0.0721358635916501,0.49057698139740896
Breast Visium CID44971,novosparc,cd247,0.0717407604872351,0.34459351478485434
Breast Visium CID44971,novosparc,mef2a,0.070981433142266,0.42397015485477074
Breast Visium CID44971,novosparc,adrb2,0.0698448912099009,0.14695242789449636
Breast Visium CID44971,novosparc,hla-dob,0.0693359780696624,0.2527387016287203
Breast Visium CID44971,novosparc,phf19,0.0685328371251526,0.32987287172509594
Breast Visium CID44971,novosparc,mtrnr2l12,0.0642466810508032,0.8382299641890216
Breast Visium CID44971,novosparc,bin2,0.0632384851299228,0.33470517054882276
Breast Visium CID44971,novosparc,apobec3c,0.0619542123419629,0.41141528663970695
Breast Visium CID44971,novosparc,nucb2,0.0590378854683519,0.42889056148060944
Breast Visium CID44971,novosparc,rgs5,0.0558096335080292,0.2714158705196324
Breast Visium CID44971,novosparc,zc3h12a,0.0557594466499386,0.26383120685750655
Breast Visium CID44971,novosparc,eid1,0.0555004982478825,0.6514577338967126
Breast Visium CID44971,novosparc,sod3,0.0554430367819234,0.1593858131606409
Breast Visium CID44971,novosparc,runx3,0.0541631840066166,0.36744798962360953
Breast Visium CID44971,novosparc,foxp3,0.05364543498154,0.2049989472791014
Breast Visium CID44971,novosparc,sirpg,0.0527419924209235,0.19399975583440227
Breast Visium CID44971,novosparc,mrvi1,0.0516377027248796,0.18792738724847977
Breast Visium CID44971,novosparc,arhgap29,0.0506311488388737,0.24641127845263863
Breast Visium CID44971,novosparc,runx1t1,0.0501717582785353,0.14474701960160896
Breast Visium CID44971,novosparc,mir99ahg,0.0497631170231968,0.21662216947958593
Breast Visium CID44971,novosparc,ctnnal1,0.0473907044076202,0.23993696833270536
Breast Visium CID44971,novosparc,batf,0.0470083874068403,0.38034206362150424
Breast Visium CID44971,novosparc,socs2,0.0466362459097046,0.20047164050552868
Breast Visium CID44971,novosparc,ccr4,0.0463161472512741,0.07778310535841522
Breast Visium CID44971,novosparc,pced1b,0.0448026788455053,0.302028681439331
Breast Visium CID44971,novosparc,znf683,0.0420477467709524,0.19661261677381942
Breast Visium CID44971,novosparc,mtss1,0.0415381820632518,0.44789011382890986
Breast Visium CID44971,novosparc,myo1b,0.0404664677969364,0.36794718479635957
Breast Visium CID44971,novosparc,arhgap15,0.0396744760259271,0.255102846342052
Breast Visium CID44971,novosparc,meg3,0.0379597883001093,0.2638100401250695
Breast Visium CID44971,novosparc,bard1,0.0375642252398315,0.252208346675232
Breast Visium CID44971,novosparc,emb,0.037487672339278,0.39049420869260876
Breast Visium CID44971,novosparc,hlf,0.0360972975242768,0.17638886076041843
Breast Visium CID44971,novosparc,socs1,0.0344200818770107,0.4467731130358082
Breast Visium CID44971,novosparc,dnajc1,0.0325258180558089,0.3762609157268658
Breast Visium CID44971,novosparc,plagl1,0.0302298936998558,0.3076631721275552
Breast Visium CID44971,novosparc,rasgrp2,0.0291350574420896,0.33142823200189664
Breast Visium CID44971,novosparc,cpe,0.0249352907581876,0.2844441086852037
Breast Visium CID44971,novosparc,rhoh,0.022874442026021,0.34904858396724414
Breast Visium CID44971,novosparc,txndc11,0.0220297063428202,0.44231470553008184
Breast Visium CID44971,novosparc,bank1,0.0213990714148528,0.1162204243663889
Breast Visium CID44971,novosparc,h2afv,0.0189768267201753,0.6967175262411403
Breast Visium CID44971,novosparc,atp1b2,0.0172060788980215,0.07642317080201065
Breast Visium CID44971,novosparc,rnf125,0.0164068747966303,0.25089662647787353
Breast Visium CID44971,novosparc,ostf1,0.0155521033053704,0.3796100006133875
Breast Visium CID44971,novosparc,cd28,0.0150545754439414,0.17363489847434832
Breast Visium CID44971,novosparc,itgae,0.008425633612276,0.45120067651728873
Breast Visium CID44971,novosparc,fcmr,0.005591775291156,0.24214794043585294
Breast Visium CID44971,novosparc,cox4i2,0.0053056609897439,0.06691261011833616
Breast Visium CID44971,novosparc,bach2,0.002865010168313,0.19873128519250868
Breast Visium CID44971,novosparc,ppp2r5b,0.0023541724460009,0.3086839748992266
Breast Visium CID44971,novosparc,kir3dl2,0.0011705625968654,0.030240424849658155
Breast Visium CID44971,novosparc,map3k7cl,-0.0008524429250199,0.10620458535333997
Breast Visium CID44971,novosparc,ighd,-0.0011918908772086,0.05769002322047644
Breast Visium CID44971,novosparc,rasl11a,-0.0016827216058924,0.04500949307670226
Breast Visium CID44971,novosparc,fam162b,-0.0043627370983945,0.031243229761420556
Breast Visium CID44971,novosparc,fcer2,-0.0089129929618063,0.06777239702658401
Breast Visium CID44971,novosparc,tmigd2,-0.0090978632726142,0.07377050682617452
Breast Visium CID44971,novosparc,igll5,-0.011187074264821,0.09948622015189884
Breast Visium CID44971,novosparc,s1pr5,-0.0222090529358127,0.06939670204930104
Breast Visium CID44971,novosparc,lipe,-0.0222488089444141,0.13971217458341523
Breast Visium CID44971,novosparc,kir2dl4,-0.0307470618346415,0.023296206613434203
