platform_group,dataset,model,metric,score,rank,relative_rank,model_count
cell_resolved,Allen MERFISH,cytospace,pearson,0.3237678000266576,9.0,0.1111111111111111,9
cell_resolved,Allen MERFISH,cytospace,css,0.40570243013817947,9.0,0.1111111111111111,9
cell_resolved,Allen MERFISH,cytospace,ssim,0.2861033336526312,6.0,0.4444444444444444,9
cell_resolved,Allen MERFISH,seurat,pearson,0.41838554422422175,3.0,0.7777777777777778,9
cell_resolved,Allen MERFISH,seurat,css,0.4935560363604706,3.0,0.7777777777777778,9
cell_resolved,Allen MERFISH,seurat,ssim,0.3485118233001657,2.0,0.8888888888888888,9
cell_resolved,Allen MERFISH,liger,pearson,0.3858112213722734,6.0,0.4444444444444444,9
cell_resolved,Allen MERFISH,liger,css,0.46487615490332246,6.0,0.4444444444444444,9
cell_resolved,Allen MERFISH,liger,ssim,0.32560223835520447,4.0,0.6666666666666666,9
cell_resolved,Allen MERFISH,arcimpute,pearson,0.44095903211827486,1.0,1.0,9
cell_resolved,Allen MERFISH,arcimpute,css,0.5054170389225086,1.0,1.0,9
cell_resolved,Allen MERFISH,arcimpute,ssim,0.3070781080083301,5.0,0.5555555555555556,9
cell_resolved,osmFISH,novosparc,pearson,0.20989865698029395,3.0,0.7777777777777778,9
cell_resolved,osmFISH,novosparc,css,0.7200417904841692,4.0,0.6666666666666666,9
cell_resolved,osmFISH,novosparc,ssim,0.10595346026536552,6.0,0.4444444444444444,9
cell_resolved,osmFISH,tangram,pearson,0.16559341318221907,8.0,0.2222222222222222,9
cell_resolved,osmFISH,tangram,css,0.6689855942585464,5.0,0.5555555555555556,9
cell_resolved,osmFISH,tangram,ssim,0.1061951204261608,5.0,0.5555555555555556,9
cell_resolved,osmFISH,spage,pearson,0.21425533656668147,2.0,0.8888888888888888,9
cell_resolved,osmFISH,spage,css,0.6209494518484467,6.0,0.4444444444444444,9
cell_resolved,osmFISH,spage,ssim,0.12287557561425083,4.0,0.6666666666666666,9
cell_resolved,osmFISH,spaim,pearson,0.19950808657606314,4.0,0.6666666666666666,9
cell_resolved,osmFISH,spaim,css,0.8144660294055939,1.0,1.0,9
cell_resolved,osmFISH,spaim,ssim,0.14003977262076328,2.0,0.8888888888888888,9
cell_resolved,osmFISH,stimpute,pearson,0.1738083192932588,7.0,0.3333333333333333,9
cell_resolved,osmFISH,stimpute,css,0.7942258090788474,2.0,0.8888888888888888,9
cell_resolved,osmFISH,stimpute,ssim,0.12805758559696787,3.0,0.7777777777777778,9
cell_resolved,osmFISH,cytospace,pearson,0.09595462869579241,9.0,0.1111111111111111,9
cell_resolved,osmFISH,cytospace,css,0.33914336475862705,9.0,0.1111111111111111,9
cell_resolved,osmFISH,cytospace,ssim,0.03260307737742138,9.0,0.1111111111111111,9
cell_resolved,osmFISH,seurat,pearson,0.18101977338457012,5.0,0.5555555555555556,9
cell_resolved,osmFISH,seurat,css,0.5397731323049187,8.0,0.2222222222222222,9
cell_resolved,osmFISH,seurat,ssim,0.09043774337659898,8.0,0.2222222222222222,9
cell_resolved,osmFISH,liger,pearson,0.17510489283717987,6.0,0.4444444444444444,9
cell_resolved,osmFISH,liger,css,0.5678421527410774,7.0,0.3333333333333333,9
cell_resolved,osmFISH,liger,ssim,0.09740949829098271,7.0,0.3333333333333333,9
cell_resolved,osmFISH,arcimpute,pearson,0.2558239183880247,1.0,1.0,9
cell_resolved,osmFISH,arcimpute,css,0.7778320542834692,3.0,0.7777777777777778,9
cell_resolved,osmFISH,arcimpute,ssim,0.19457164739683627,1.0,1.0,9
cell_resolved,STARmap Visual Cortex,novosparc,pearson,0.15776331017263717,5.0,0.5555555555555556,9
cell_resolved,STARmap Visual Cortex,novosparc,css,0.4588339792674755,5.0,0.5555555555555556,9
cell_resolved,STARmap Visual Cortex,novosparc,ssim,0.11520392226614737,6.0,0.4444444444444444,9
cell_resolved,STARmap Visual Cortex,tangram,pearson,0.1908762570174027,2.0,0.8888888888888888,9
cell_resolved,STARmap Visual Cortex,tangram,css,0.50938030509154,2.0,0.8888888888888888,9
cell_resolved,STARmap Visual Cortex,tangram,ssim,0.1288768915028001,4.0,0.6666666666666666,9
cell_resolved,STARmap Visual Cortex,spage,pearson,0.16389840651131532,4.0,0.6666666666666666,9
cell_resolved,STARmap Visual Cortex,spage,css,0.42150937311848,7.0,0.3333333333333333,9
cell_resolved,STARmap Visual Cortex,spage,ssim,0.13775993271948392,2.0,0.8888888888888888,9
cell_resolved,STARmap Visual Cortex,spaim,pearson,0.1378659202673242,8.0,0.2222222222222222,9
cell_resolved,STARmap Visual Cortex,spaim,css,0.5073532134294509,3.0,0.7777777777777778,9
cell_resolved,STARmap Visual Cortex,spaim,ssim,0.06718959387702246,9.0,0.1111111111111111,9
cell_resolved,STARmap Visual Cortex,stimpute,pearson,0.15098514654219938,6.0,0.4444444444444444,9
cell_resolved,STARmap Visual Cortex,stimpute,css,0.5039002564208801,4.0,0.6666666666666666,9
cell_resolved,STARmap Visual Cortex,stimpute,ssim,0.10692780548574149,7.0,0.3333333333333333,9
cell_resolved,STARmap Visual Cortex,cytospace,pearson,0.10898311328241338,9.0,0.1111111111111111,9
cell_resolved,STARmap Visual Cortex,cytospace,css,0.35950424689936117,9.0,0.1111111111111111,9
cell_resolved,STARmap Visual Cortex,cytospace,ssim,0.09367468012669186,8.0,0.2222222222222222,9
cell_resolved,STARmap Visual Cortex,seurat,pearson,0.1664524718628164,3.0,0.7777777777777778,9
cell_resolved,STARmap Visual Cortex,seurat,css,0.4517195114154084,6.0,0.4444444444444444,9
cell_resolved,STARmap Visual Cortex,seurat,ssim,0.13814976420460898,1.0,1.0,9
cell_resolved,STARmap Visual Cortex,liger,pearson,0.14605438652476008,7.0,0.3333333333333333,9
cell_resolved,STARmap Visual Cortex,liger,css,0.41630752323071163,8.0,0.2222222222222222,9
cell_resolved,STARmap Visual Cortex,liger,ssim,0.11913913541228977,5.0,0.5555555555555556,9
cell_resolved,STARmap Visual Cortex,arcimpute,pearson,0.21100987407097296,1.0,1.0,9
cell_resolved,STARmap Visual Cortex,arcimpute,css,0.5215380507310231,1.0,1.0,9
cell_resolved,STARmap Visual Cortex,arcimpute,ssim,0.13360408539844987,3.0,0.7777777777777778,9
cell_resolved,seqFISH+ Cortex/SVZ,novosparc,pearson,0.15776649910887072,8.0,0.2222222222222222,9
cell_resolved,seqFISH+ Cortex/SVZ,novosparc,css,0.42402242443322985,7.0,0.3333333333333333,9
cell_resolved,seqFISH+ Cortex/SVZ,novosparc,ssim,0.10155445650725044,9.0,0.1111111111111111,9
cell_resolved,seqFISH+ Cortex/SVZ,tangram,pearson,0.28817200895359135,2.0,0.8888888888888888,9
cell_resolved,seqFISH+ Cortex/SVZ,tangram,css,0.5270270978173608,2.0,0.8888888888888888,9
cell_resolved,seqFISH+ Cortex/SVZ,tangram,ssim,0.17356069002702945,4.0,0.6666666666666666,9
cell_resolved,seqFISH+ Cortex/SVZ,spage,pearson,0.25094400383599,4.0,0.6666666666666666,9
cell_resolved,seqFISH+ Cortex/SVZ,spage,css,0.45393565226899174,5.0,0.5555555555555556,9
cell_resolved,seqFISH+ Cortex/SVZ,spage,ssim,0.1956981841366147,1.0,1.0,9
cell_resolved,seqFISH+ Cortex/SVZ,spaim,pearson,0.26127921800834003,3.0,0.7777777777777778,9
cell_resolved,seqFISH+ Cortex/SVZ,spaim,css,0.519157760685762,3.0,0.7777777777777778,9
cell_resolved,seqFISH+ Cortex/SVZ,spaim,ssim,0.10779676756805547,8.0,0.2222222222222222,9
cell_resolved,seqFISH+ Cortex/SVZ,stimpute,pearson,0.23618618498721775,5.0,0.5555555555555556,9
cell_resolved,seqFISH+ Cortex/SVZ,stimpute,css,0.5104128830015372,4.0,0.6666666666666666,9
cell_resolved,seqFISH+ Cortex/SVZ,stimpute,ssim,0.13952280589784483,7.0,0.3333333333333333,9
cell_resolved,seqFISH+ Cortex/SVZ,cytospace,pearson,0.15516522075253789,9.0,0.1111111111111111,9
cell_resolved,seqFISH+ Cortex/SVZ,cytospace,css,0.37025579709637263,9.0,0.1111111111111111,9
cell_resolved,seqFISH+ Cortex/SVZ,cytospace,ssim,0.1411004297801514,6.0,0.4444444444444444,9
cell_resolved,seqFISH+ Cortex/SVZ,seurat,pearson,0.22061429727690912,6.0,0.4444444444444444,9
cell_resolved,seqFISH+ Cortex/SVZ,seurat,css,0.45317277947906265,6.0,0.4444444444444444,9
cell_resolved,seqFISH+ Cortex/SVZ,seurat,ssim,0.18167899064743695,3.0,0.7777777777777778,9
cell_resolved,seqFISH+ Cortex/SVZ,liger,pearson,0.18389222068249095,7.0,0.3333333333333333,9
cell_resolved,seqFISH+ Cortex/SVZ,liger,css,0.42049045898652426,8.0,0.2222222222222222,9
cell_resolved,seqFISH+ Cortex/SVZ,liger,ssim,0.1431544048660851,5.0,0.5555555555555556,9
cell_resolved,seqFISH+ Cortex/SVZ,arcimpute,pearson,0.3150777629924619,1.0,1.0,9
cell_resolved,seqFISH+ Cortex/SVZ,arcimpute,css,0.5414670105047709,1.0,1.0,9
cell_resolved,seqFISH+ Cortex/SVZ,arcimpute,ssim,0.18389629282815878,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ISS,novosparc,pearson,0.08167789550760526,5.0,0.5555555555555556,9
cell_resolved,SpaceTx ISS,novosparc,css,0.24827871805388763,6.0,0.4444444444444444,9
cell_resolved,SpaceTx ISS,novosparc,ssim,0.05013550820603407,6.0,0.4444444444444444,9
cell_resolved,SpaceTx ISS,tangram,pearson,0.10402229628140934,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ISS,tangram,css,0.262805942956411,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ISS,tangram,ssim,0.059402622221179105,4.0,0.6666666666666666,9
cell_resolved,SpaceTx ISS,spage,pearson,0.06511922026405481,7.0,0.3333333333333333,9
cell_resolved,SpaceTx ISS,spage,css,0.22549951260130727,7.0,0.3333333333333333,9
cell_resolved,SpaceTx ISS,spage,ssim,0.04402530082819901,7.0,0.3333333333333333,9
cell_resolved,SpaceTx ISS,spaim,pearson,0.06172246063420543,8.0,0.2222222222222222,9
cell_resolved,SpaceTx ISS,spaim,css,0.2494975342630495,5.0,0.5555555555555556,9
cell_resolved,SpaceTx ISS,spaim,ssim,0.03508383279165914,9.0,0.1111111111111111,9
cell_resolved,SpaceTx ISS,stimpute,pearson,0.09450385283324975,3.0,0.7777777777777778,9
cell_resolved,SpaceTx ISS,stimpute,css,0.25379067474936434,4.0,0.6666666666666666,9
cell_resolved,SpaceTx ISS,stimpute,ssim,0.062132059671934706,1.0,1.0,9
cell_resolved,SpaceTx ISS,cytospace,pearson,0.07331940355044433,6.0,0.4444444444444444,9
cell_resolved,SpaceTx ISS,cytospace,css,0.2246345532823456,8.0,0.2222222222222222,9
cell_resolved,SpaceTx ISS,cytospace,ssim,0.060021183776761,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ISS,seurat,pearson,0.08984043103494978,4.0,0.6666666666666666,9
cell_resolved,SpaceTx ISS,seurat,css,0.2607722387818427,3.0,0.7777777777777778,9
cell_resolved,SpaceTx ISS,seurat,ssim,0.050262571277242596,5.0,0.5555555555555556,9
cell_resolved,SpaceTx ISS,liger,pearson,0.05329587585546825,9.0,0.1111111111111111,9
cell_resolved,SpaceTx ISS,liger,css,0.21689552159299055,9.0,0.1111111111111111,9
cell_resolved,SpaceTx ISS,liger,ssim,0.03755422436620966,8.0,0.2222222222222222,9
cell_resolved,SpaceTx ISS,arcimpute,pearson,0.12119146308695813,1.0,1.0,9
cell_resolved,SpaceTx ISS,arcimpute,css,0.27596420322020515,1.0,1.0,9
cell_resolved,SpaceTx ISS,arcimpute,ssim,0.059663246227271795,3.0,0.7777777777777778,9
cell_resolved,SpaceTx BARISTASeq,novosparc,pearson,0.12306201209093359,7.0,0.3333333333333333,9
cell_resolved,SpaceTx BARISTASeq,novosparc,css,0.37524720194474387,6.0,0.4444444444444444,9
cell_resolved,SpaceTx BARISTASeq,novosparc,ssim,0.09623228356181135,8.0,0.2222222222222222,9
cell_resolved,SpaceTx BARISTASeq,tangram,pearson,0.19977061274851562,2.0,0.8888888888888888,9
cell_resolved,SpaceTx BARISTASeq,tangram,css,0.433720064073752,2.0,0.8888888888888888,9
cell_resolved,SpaceTx BARISTASeq,tangram,ssim,0.14305849930908726,2.0,0.8888888888888888,9
cell_resolved,SpaceTx BARISTASeq,spage,pearson,0.12634415137588723,6.0,0.4444444444444444,9
cell_resolved,SpaceTx BARISTASeq,spage,css,0.35261695976614166,7.0,0.3333333333333333,9
cell_resolved,SpaceTx BARISTASeq,spage,ssim,0.10647001449251547,5.0,0.5555555555555556,9
cell_resolved,SpaceTx BARISTASeq,spaim,pearson,0.16208954566439665,3.0,0.7777777777777778,9
cell_resolved,SpaceTx BARISTASeq,spaim,css,0.43371530134524955,3.0,0.7777777777777778,9
cell_resolved,SpaceTx BARISTASeq,spaim,ssim,0.1019047107042034,6.0,0.4444444444444444,9
cell_resolved,SpaceTx BARISTASeq,stimpute,pearson,0.15038209455293478,4.0,0.6666666666666666,9
cell_resolved,SpaceTx BARISTASeq,stimpute,css,0.41820984704840203,4.0,0.6666666666666666,9
cell_resolved,SpaceTx BARISTASeq,stimpute,ssim,0.11295544801912279,3.0,0.7777777777777778,9
cell_resolved,SpaceTx BARISTASeq,cytospace,pearson,0.06276955990695138,9.0,0.1111111111111111,9
cell_resolved,SpaceTx BARISTASeq,cytospace,css,0.2780762424850932,9.0,0.1111111111111111,9
cell_resolved,SpaceTx BARISTASeq,cytospace,ssim,0.05797753290225721,9.0,0.1111111111111111,9
cell_resolved,SpaceTx BARISTASeq,seurat,pearson,0.14896806662511014,5.0,0.5555555555555556,9
cell_resolved,SpaceTx BARISTASeq,seurat,css,0.41073269207210905,5.0,0.5555555555555556,9
cell_resolved,SpaceTx BARISTASeq,seurat,ssim,0.11168346660034505,4.0,0.6666666666666666,9
cell_resolved,SpaceTx BARISTASeq,liger,pearson,0.11509691602245628,8.0,0.2222222222222222,9
cell_resolved,SpaceTx BARISTASeq,liger,css,0.3452647953588319,8.0,0.2222222222222222,9
cell_resolved,SpaceTx BARISTASeq,liger,ssim,0.09951395662746539,7.0,0.3333333333333333,9
cell_resolved,SpaceTx BARISTASeq,arcimpute,pearson,0.2333263152052222,1.0,1.0,9
cell_resolved,SpaceTx BARISTASeq,arcimpute,css,0.45915514019955145,1.0,1.0,9
cell_resolved,SpaceTx BARISTASeq,arcimpute,ssim,0.153301497339271,1.0,1.0,9
cell_resolved,SpaceTx ExSeq,novosparc,pearson,0.3215716693962226,7.0,0.3333333333333333,9
cell_resolved,SpaceTx ExSeq,novosparc,css,0.6409104601312953,6.0,0.4444444444444444,9
cell_resolved,SpaceTx ExSeq,novosparc,ssim,0.2509948346536749,7.0,0.3333333333333333,9
cell_resolved,SpaceTx ExSeq,tangram,pearson,0.3768557013284047,3.0,0.7777777777777778,9
cell_resolved,SpaceTx ExSeq,tangram,css,0.6724386886649188,3.0,0.7777777777777778,9
cell_resolved,SpaceTx ExSeq,tangram,ssim,0.29920123601775794,3.0,0.7777777777777778,9
cell_resolved,SpaceTx ExSeq,spage,pearson,0.3344890774865013,5.0,0.5555555555555556,9
cell_resolved,SpaceTx ExSeq,spage,css,0.6235228989805494,7.0,0.3333333333333333,9
cell_resolved,SpaceTx ExSeq,spage,ssim,0.2756905918940902,5.0,0.5555555555555556,9
cell_resolved,SpaceTx ExSeq,spaim,pearson,0.32809655847025787,6.0,0.4444444444444444,9
cell_resolved,SpaceTx ExSeq,spaim,css,0.6769177477274623,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ExSeq,spaim,ssim,0.2537933306857234,6.0,0.4444444444444444,9
cell_resolved,SpaceTx ExSeq,stimpute,pearson,0.33724884042984116,4.0,0.6666666666666666,9
cell_resolved,SpaceTx ExSeq,stimpute,css,0.6650036673695942,4.0,0.6666666666666666,9
cell_resolved,SpaceTx ExSeq,stimpute,ssim,0.29101752881024234,4.0,0.6666666666666666,9
cell_resolved,SpaceTx ExSeq,cytospace,pearson,0.27006513501406837,9.0,0.1111111111111111,9
cell_resolved,SpaceTx ExSeq,cytospace,css,0.5574961957299447,9.0,0.1111111111111111,9
cell_resolved,SpaceTx ExSeq,cytospace,ssim,0.1826818377513741,9.0,0.1111111111111111,9
cell_resolved,SpaceTx ExSeq,seurat,pearson,0.3878057632331578,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ExSeq,seurat,css,0.6504357898138279,5.0,0.5555555555555556,9
cell_resolved,SpaceTx ExSeq,seurat,ssim,0.3302771956089548,2.0,0.8888888888888888,9
cell_resolved,SpaceTx ExSeq,liger,pearson,0.2702662995574426,8.0,0.2222222222222222,9
cell_resolved,SpaceTx ExSeq,liger,css,0.5787530436757065,8.0,0.2222222222222222,9
cell_resolved,SpaceTx ExSeq,liger,ssim,0.22745666444479,8.0,0.2222222222222222,9
cell_resolved,SpaceTx ExSeq,arcimpute,pearson,0.4378915416853634,1.0,1.0,9
cell_resolved,SpaceTx ExSeq,arcimpute,css,0.7066430335953122,1.0,1.0,9
cell_resolved,SpaceTx ExSeq,arcimpute,ssim,0.34165626436117147,1.0,1.0,9
